AP19_Rnk,PS19_Rnk,KP19_Rank,TeamID,TS19_Team,KP19_Conference,TS19_GP,STA19_W,STA19_L,STA19_Pct,STA19_Strk,STA19_Conf_W,STA19_Conf_L,STA19_Conf_Pct,STA19_Home_W,STA19_Home_L,STA19_Away_W,STA19_Away_L,STA19_Neutral_W,STA19_Neutral_L,STA_Top25_W,STA_Top25_L,STA_Conf_PF,STA19_Conf_PA,STA19_Conf_PPG,STA19_Conf_PAPG,STA19_PF,STA19_PA,STA19_PPG,STA19_PAPG,TS19_FGM,TS19_FGA,TS19_FG%,TS19_3PM,TS19_3PA,TS19_3P%,TS19_FTM,TS19_FTA,TS19_FT%,KP19_Ajusted Efficiency Margin,KP19_Adjusted Offensive Efficiency,KP19_AOE Rk,KP19_Adjusted Defensive Efficiency,KP19_ADE Rk,KP19_Adjusted Tempo,KP19_AT Rk,KP19_Luck,KP19_Luck Rk,KP19_Strength of Schedule,KP_SOS Rk,KP19_Non-Conference Strength of Schedule,KP19_NCSOS Rk,KP19_Average Opponents Offensive Efficiency,KP19_AOOE Rk,KP19_Average Opponents Defensive Efficiency,KP19_AODE Rk,Team,Seed,Opponent,OppSeed,PF**,PA,WL,OppTeamID,Opp_AP19_Rnk,Opp_PS19_Rnk,Opp_KP19_Rank,Opp_TeamID,Opp_TS19_Team,Opp_KP19_Conference,Opp_TS19_GP,Opp_STA19_W,Opp_STA19_L,Opp_STA19_Pct,Opp_STA19_Strk,Opp_STA19_Conf_W,Opp_STA19_Conf_L,Opp_STA19_Conf_Pct,Opp_STA19_Home_W,Opp_STA19_Home_L,Opp_STA19_Away_W,Opp_STA19_Away_L,Opp_STA19_Neutral_W,Opp_STA19_Neutral_L,Opp_STA19_Top25_W,Opp_STA19_Top25_L,Opp_STA19_Conf_PF,Opp_STA19_Conf_PA,Opp_STA19_Conf_PPG,Opp_STA19_Conf_PAPG,Opp_STA19_PF,Opp_STA19_PA,Opp_STA19_PPG,Opp_STA19_PAPG,Opp_TS19_FGM,Opp_TS19_FGA,Opp_TS19_FG%,Opp_TS19_3PM,Opp_TS19_3PA,Opp_TS19_3P%,Opp_TS19_FTM,Opp_TS19_FTA,Opp_TS19_FT%,Opp_KP19_Ajusted Efficiency Margin,Opp_KP19_Adjusted Offensive Efficiency,Opp_KP19 AOW Rk,Opp_KP19_Adjusted Defensive Efficiency,Opp_KP19_ADE Rk,Opp_KP19_Adjusted Tempo,Opp_KP19_AT Rk,Opp_KP19_Luck,Opp_KP19_Luck_Rk,Opp_KP19_Strength of Schedule,Opp_KP19_SOS Rk,Opp_KP19_Non-Conference Strength of Schedule,Opp_KP19_NCSOS Rk,Opp_KP19_Average Opponents Offensive Efficiency,Opp_KP19_AOOE Rk,Opp_KP19_Average Opponents Defensive Efficiency,Opp_KP19_AODE Rk
,,137,304.0,Montana,BSky,34,26,9,0.743,L1,16,4,0.8,12,2,9,5,5,2,0,1,0,0,0.0,0.0,2665,2397,76.14285714285714,68.48571428571428,955,1923,0.4970000000000001,281,739,0.38,419,608,0.6890000000000001,3.53,107.4,114,103.9,155,66.9,220,0.059000000000000004,45,-6.07,288,4.03,58,102.4,259,108.4,328,Montana,15.0,Michigan,2.0,55.0,74.0,L,160.0,8.0,19.0,6.0,160.0,Michigan,B10,33.0,30.0,7.0,0.8109999999999999,L1,15.0,5.0,0.75,17.0,1.0,7.0,4.0,6.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,2575.0,2158.0,69.5945945945946,58.32432432432432,855.0,1894.0,0.451,266.0,757.0,0.35100000000000003,357.0,514.0,0.695,28.32,114.5,24.0,86.2,2.0,64.8,317.0,-0.001,181.0,11.27,20.0,-5.42,309.0,109.2,35.0,98.0,12.0
,,163,289.0,Gardner-Webb,BSth,34,23,12,0.657,L1,10,6,0.625,13,0,8,9,2,3,0,2,0,0,0.0,0.0,2718,2468,77.65714285714286,70.51428571428572,933,1912,0.488,272,696,0.391,524,737,0.711,-0.04,107.8,109,107.8,245,67.4,189,0.07,29,-3.55,239,-4.07,278,103.2,210,106.8,248,Gardner-Webb,16.0,Virginia,1.0,56.0,71.0,L,349.0,2.0,5.0,1.0,349.0,Virginia,ACC,32.0,35.0,3.0,0.9209999999999999,W6,16.0,2.0,0.889,15.0,1.0,10.0,1.0,10.0,1.0,11.0,3.0,0.0,0.0,0.0,0.0,2714.0,2132.0,71.42105263157895,56.105263157894754,820.0,1715.0,0.478,271.0,663.0,0.409,388.0,520.0,0.746,34.22,123.4,2.0,89.2,5.0,59.4,353.0,0.05,62.0,11.18,22.0,-3.24,255.0,109.2,34.0,98.1,14.0
5.0,10.0,3,78.0,Michigan State,B10,33,32,7,0.821,L1,16,4,0.8,15,1,8,4,9,2,12,2,0,0,0.0,0.0,3025,2534,77.56410256410257,64.97435897435898,922,1889,0.488,273,712,0.38299999999999995,498,664,0.75,30.81,121.0,5,90.2,9,66.9,211,0.001,177,13.67,2,3.24,82,110.6,7,96.9,1,Michigan St.,2.0,Duke,1.0,68.0,67.0,W,27.0,1.0,4.0,4.0,27.0,Duke,ACC,34.0,32.0,6.0,0.8420000000000001,L1,14.0,4.0,0.778,15.0,2.0,7.0,2.0,10.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,3143.0,2576.0,82.71052631578948,67.78947368421052,1037.0,2173.0,0.47700000000000004,247.0,818.0,0.302,518.0,751.0,0.69,30.62,120.0,7.0,89.3,6.0,72.1,20.0,0.018000000000000002,134.0,12.85,7.0,5.08,40.0,110.7,4.0,97.8,11.0
5.0,10.0,3,78.0,Michigan State,B10,33,32,7,0.821,L1,16,4,0.8,15,1,8,4,9,2,12,2,0,0,0.0,0.0,3025,2534,77.56410256410257,64.97435897435898,922,1889,0.488,273,712,0.38299999999999995,498,664,0.75,30.81,121.0,5,90.2,9,66.9,211,0.001,177,13.67,2,3.24,82,110.6,7,96.9,1,Michigan St.,2.0,Bradley,15.0,76.0,65.0,W,90.0,,,161.0,90.0,Bradley,MVC,34.0,20.0,15.0,0.5710000000000001,L1,9.0,9.0,0.5,10.0,6.0,5.0,8.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2329.0,2285.0,66.54285714285714,65.28571428571429,790.0,1822.0,0.434,231.0,632.0,0.366,453.0,654.0,0.693,0.09,101.5,234.0,101.4,113.0,65.3,292.0,0.035,93.0,-1.66,183.0,-3.94,272.0,102.6,242.0,104.3,147.0
5.0,10.0,3,78.0,Michigan State,B10,33,32,7,0.821,L1,16,4,0.8,15,1,8,4,9,2,12,2,0,0,0.0,0.0,3025,2534,77.56410256410257,64.97435897435898,922,1889,0.488,273,712,0.38299999999999995,498,664,0.75,30.81,121.0,5,90.2,9,66.9,211,0.001,177,13.67,2,3.24,82,110.6,7,96.9,1,Michigan St.,2.0,Minnesota,10.0,70.0,50.0,W,181.0,,,46.0,181.0,Minnesota,B10,34.0,22.0,14.0,0.611,L1,9.0,11.0,0.45,13.0,3.0,2.0,9.0,7.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,2543.0,2498.0,70.6388888888889,69.3888888888889,840.0,1922.0,0.4370000000000001,178.0,554.0,0.321,549.0,808.0,0.679,14.35,111.4,52.0,97.0,48.0,67.4,186.0,0.086,15.0,12.18,12.0,-2.91,244.0,110.2,15.0,98.0,13.0
5.0,10.0,3,78.0,Michigan State,B10,33,32,7,0.821,L1,16,4,0.8,15,1,8,4,9,2,12,2,0,0,0.0,0.0,3025,2534,77.56410256410257,64.97435897435898,922,1889,0.488,273,712,0.38299999999999995,498,664,0.75,30.81,121.0,5,90.2,9,66.9,211,0.001,177,13.67,2,3.24,82,110.6,7,96.9,1,Michigan St.,2.0,LSU,3.0,80.0,63.0,W,109.0,12.0,23.0,19.0,109.0,LSU,SEC,32.0,28.0,7.0,0.8,L1,16.0,2.0,0.889,15.0,2.0,9.0,1.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,2815.0,2558.0,80.42857142857143,73.08571428571429,912.0,1975.0,0.462,219.0,678.0,0.32299999999999995,561.0,744.0,0.754,20.22,117.7,12.0,97.5,59.0,70.0,67.0,0.063,36.0,10.02,35.0,2.77,92.0,109.3,30.0,99.3,32.0
5.0,10.0,3,78.0,Michigan State,B10,33,32,7,0.821,L1,16,4,0.8,15,1,8,4,9,2,12,2,0,0,0.0,0.0,3025,2534,77.56410256410257,64.97435897435898,922,1889,0.488,273,712,0.38299999999999995,498,664,0.75,30.81,121.0,5,90.2,9,66.9,211,0.001,177,13.67,2,3.24,82,110.6,7,96.9,1,Michigan St.,2.0,Texas Tech,3.0,51.0,61.0,L,242.0,9.0,,5.0,242.0,Texas Tech,B12,32.0,31.0,7.0,0.816,L1,14.0,4.0,0.778,17.0,1.0,6.0,3.0,8.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,2765.0,2261.0,72.76315789473685,59.5,837.0,1775.0,0.47200000000000003,232.0,631.0,0.368,433.0,595.0,0.728,30.03,114.1,25.0,84.1,1.0,66.6,231.0,0.004,171.0,11.18,21.0,-5.39,307.0,109.8,19.0,98.7,22.0
,,37,50.0,Iowa,B10,33,23,12,0.657,L1,10,10,0.5,14,4,4,6,5,2,5,7,0,0,0.0,0.0,2740,2585,78.28571428571429,73.85714285714286,862,1894,0.455,267,739,0.361,593,801,0.74,16.02,117.4,15,101.3,111,69.5,84,0.05,63,10.64,26,-6.49,329,108.9,42,98.3,16,Iowa,10.0,Cincinnati,7.0,79.0,72.0,W,166.0,22.0,,29.0,166.0,Cincinnati,Amer,33.0,28.0,7.0,0.8,L1,14.0,4.0,0.778,16.0,2.0,7.0,4.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,2510.0,2194.0,71.71428571428571,62.68571428571428,822.0,1903.0,0.4320000000000001,220.0,629.0,0.35,505.0,719.0,0.7020000000000001,17.5,112.3,42.0,94.8,28.0,63.4,338.0,0.05,64.0,5.12,67.0,-2.85,243.0,107.1,66.0,102.0,73.0
,,37,50.0,Iowa,B10,33,23,12,0.657,L1,10,10,0.5,14,4,4,6,5,2,5,7,0,0,0.0,0.0,2740,2585,78.28571428571429,73.85714285714286,862,1894,0.455,267,739,0.361,593,801,0.74,16.02,117.4,15,101.3,111,69.5,84,0.05,63,10.64,26,-6.49,329,108.9,42,98.3,16,Iowa,10.0,Tennessee,2.0,77.0,83.0,L,318.0,6.0,6.0,10.0,318.0,Tennessee,SEC,33.0,31.0,6.0,0.838,L1,15.0,3.0,0.833,18.0,0.0,7.0,3.0,6.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,3035.0,2580.0,82.02702702702703,69.72972972972973,991.0,1988.0,0.498,225.0,629.0,0.358,510.0,669.0,0.762,26.24,122.7,3.0,96.5,42.0,67.8,164.0,0.034,96.0,10.69,25.0,0.92,129.0,109.7,23.0,99.0,28.0
13.0,24.0,9,203.0,Purdue,B10,32,26,10,0.722,L1,16,4,0.8,15,0,6,6,5,4,6,6,0,0,0.0,0.0,2760,2421,76.66666666666667,67.25,857,1920,0.446,311,854,0.364,413,564,0.732,26.81,122.5,4,95.6,34,65.9,268,-0.015,224,13.16,4,4.09,55,110.3,13,97.1,3,Purdue,3.0,Tennessee,2.0,99.0,94.0,W,318.0,6.0,6.0,10.0,318.0,Tennessee,SEC,33.0,31.0,6.0,0.838,L1,15.0,3.0,0.833,18.0,0.0,7.0,3.0,6.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,3035.0,2580.0,82.02702702702703,69.72972972972973,991.0,1988.0,0.498,225.0,629.0,0.358,510.0,669.0,0.762,26.24,122.7,3.0,96.5,42.0,67.8,164.0,0.034,96.0,10.69,25.0,0.92,129.0,109.7,23.0,99.0,28.0
13.0,24.0,9,203.0,Purdue,B10,32,26,10,0.722,L1,16,4,0.8,15,0,6,6,5,4,6,6,0,0,0.0,0.0,2760,2421,76.66666666666667,67.25,857,1920,0.446,311,854,0.364,413,564,0.732,26.81,122.5,4,95.6,34,65.9,268,-0.015,224,13.16,4,4.09,55,110.3,13,97.1,3,Purdue,3.0,Virginia,1.0,75.0,80.0,L,349.0,2.0,5.0,1.0,349.0,Virginia,ACC,32.0,35.0,3.0,0.9209999999999999,W6,16.0,2.0,0.889,15.0,1.0,10.0,1.0,10.0,1.0,11.0,3.0,0.0,0.0,0.0,0.0,2714.0,2132.0,71.42105263157895,56.105263157894754,820.0,1715.0,0.478,271.0,663.0,0.409,388.0,520.0,0.746,34.22,123.4,2.0,89.2,5.0,59.4,353.0,0.05,62.0,11.18,22.0,-3.24,255.0,109.2,34.0,98.1,14.0
13.0,24.0,9,203.0,Purdue,B10,32,26,10,0.722,L1,16,4,0.8,15,0,6,6,5,4,6,6,0,0,0.0,0.0,2760,2421,76.66666666666667,67.25,857,1920,0.446,311,854,0.364,413,564,0.732,26.81,122.5,4,95.6,34,65.9,268,-0.015,224,13.16,4,4.09,55,110.3,13,97.1,3,Purdue,3.0,Old Dominion,14.0,61.0,48.0,W,275.0,,,113.0,275.0,Old Dominion,CUSA,34.0,26.0,9.0,0.743,L1,13.0,5.0,0.722,14.0,2.0,8.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2300.0,2128.0,65.71428571428571,60.8,805.0,1959.0,0.41100000000000003,258.0,731.0,0.353,382.0,579.0,0.66,5.45,101.4,238.0,96.0,38.0,64.5,324.0,0.057999999999999996,49.0,-2.15,203.0,-6.06,322.0,102.5,244.0,104.7,165.0
13.0,24.0,9,203.0,Purdue,B10,32,26,10,0.722,L1,16,4,0.8,15,0,6,6,5,4,6,6,0,0,0.0,0.0,2760,2421,76.66666666666667,67.25,857,1920,0.446,311,854,0.364,413,564,0.732,26.81,122.5,4,95.6,34,65.9,268,-0.015,224,13.16,4,4.09,55,110.3,13,97.1,3,Purdue,3.0,Villanova,6.0,87.0,61.0,W,208.0,23.0,9.0,30.0,208.0,Villanova,BE,34.0,26.0,10.0,0.722,L1,13.0,5.0,0.722,13.0,2.0,5.0,7.0,8.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,2654.0,2425.0,73.72222222222223,67.3611111111111,840.0,1912.0,0.439,361.0,1023.0,0.353,491.0,675.0,0.727,17.33,116.5,16.0,99.2,81.0,63.6,335.0,0.044000000000000004,73.0,8.0,51.0,3.32,78.0,108.8,44.0,100.8,55.0
,,46,181.0,Minnesota,B10,34,22,14,0.611,L1,9,11,0.45,13,3,2,9,7,2,5,9,0,0,0.0,0.0,2543,2498,70.6388888888889,69.3888888888889,840,1922,0.4370000000000001,178,554,0.321,549,808,0.679,14.35,111.4,52,97.0,48,67.4,186,0.086,15,12.18,12,-2.91,244,110.2,15,98.0,13,Minnesota,10.0,Louisville,7.0,86.0,76.0,W,134.0,,,23.0,134.0,Louisville,ACC,33.0,20.0,14.0,0.588,L2,10.0,8.0,0.556,14.0,4.0,5.0,6.0,1.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,2536.0,2324.0,74.58823529411767,68.35294117647061,828.0,1908.0,0.434,285.0,834.0,0.342,519.0,670.0,0.775,19.35,113.7,28.0,94.4,24.0,67.2,199.0,-0.06,309.0,11.95,16.0,5.36,32.0,110.4,10.0,98.4,19.0
,,46,181.0,Minnesota,B10,34,22,14,0.611,L1,9,11,0.45,13,3,2,9,7,2,5,9,0,0,0.0,0.0,2543,2498,70.6388888888889,69.3888888888889,840,1922,0.4370000000000001,178,554,0.321,549,808,0.679,14.35,111.4,52,97.0,48,67.4,186,0.086,15,12.18,12,-2.91,244,110.2,15,98.0,13,Minnesota,10.0,Michigan St.,2.0,50.0,70.0,L,78.0,5.0,10.0,3.0,78.0,Michigan State,B10,33.0,32.0,7.0,0.821,L1,16.0,4.0,0.8,15.0,1.0,8.0,4.0,9.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,3025.0,2534.0,77.56410256410257,64.97435897435898,922.0,1889.0,0.488,273.0,712.0,0.38299999999999995,498.0,664.0,0.75,30.81,121.0,5.0,90.2,9.0,66.9,211.0,0.001,177.0,13.67,2.0,3.24,82.0,110.6,7.0,96.9,1.0
8.0,19.0,6,160.0,Michigan,B10,33,30,7,0.8109999999999999,L1,15,5,0.75,17,1,7,4,6,2,7,4,0,0,0.0,0.0,2575,2158,69.5945945945946,58.32432432432432,855,1894,0.451,266,757,0.35100000000000003,357,514,0.695,28.32,114.5,24,86.2,2,64.8,317,-0.001,181,11.27,20,-5.42,309,109.2,35,98.0,12,Michigan,2.0,Montana,15.0,74.0,55.0,W,304.0,,,137.0,304.0,Montana,BSky,34.0,26.0,9.0,0.743,L1,16.0,4.0,0.8,12.0,2.0,9.0,5.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2665.0,2397.0,76.14285714285714,68.48571428571428,955.0,1923.0,0.4970000000000001,281.0,739.0,0.38,419.0,608.0,0.6890000000000001,3.53,107.4,114.0,103.9,155.0,66.9,220.0,0.059000000000000004,45.0,-6.07,288.0,4.03,58.0,102.4,259.0,108.4,328.0
8.0,19.0,6,160.0,Michigan,B10,33,30,7,0.8109999999999999,L1,15,5,0.75,17,1,7,4,6,2,7,4,0,0,0.0,0.0,2575,2158,69.5945945945946,58.32432432432432,855,1894,0.451,266,757,0.35100000000000003,357,514,0.695,28.32,114.5,24,86.2,2,64.8,317,-0.001,181,11.27,20,-5.42,309,109.2,35,98.0,12,Michigan,2.0,Florida,10.0,64.0,49.0,W,219.0,,,26.0,219.0,Florida,SEC,34.0,20.0,16.0,0.556,L1,9.0,9.0,0.5,9.0,6.0,5.0,6.0,6.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,2440.0,2289.0,67.77777777777777,63.58333333333334,814.0,1907.0,0.4270000000000001,277.0,828.0,0.335,416.0,579.0,0.718,18.3,110.5,61.0,92.2,16.0,62.9,344.0,-0.063,315.0,12.0,14.0,5.12,39.0,110.7,6.0,98.7,23.0
8.0,19.0,6,160.0,Michigan,B10,33,30,7,0.8109999999999999,L1,15,5,0.75,17,1,7,4,6,2,7,4,0,0,0.0,0.0,2575,2158,69.5945945945946,58.32432432432432,855,1894,0.451,266,757,0.35100000000000003,357,514,0.695,28.32,114.5,24,86.2,2,64.8,317,-0.001,181,11.27,20,-5.42,309,109.2,35,98.0,12,Michigan,2.0,Texas Tech,3.0,44.0,63.0,L,242.0,9.0,,5.0,242.0,Texas Tech,B12,32.0,31.0,7.0,0.816,L1,14.0,4.0,0.778,17.0,1.0,6.0,3.0,8.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,2765.0,2261.0,72.76315789473685,59.5,837.0,1775.0,0.47200000000000003,232.0,631.0,0.368,433.0,595.0,0.728,30.03,114.1,25.0,84.1,1.0,66.6,231.0,0.004,171.0,11.18,21.0,-5.39,307.0,109.8,19.0,98.7,22.0
,,44,163.0,Ohio State,B10,33,20,15,0.5710000000000001,L1,8,12,0.4,12,6,4,7,4,2,2,9,0,0,0.0,0.0,2419,2318,69.11428571428571,66.22857142857143,797,1824,0.4370000000000001,249,725,0.34299999999999997,455,620,0.7340000000000001,14.66,109.1,84,94.4,25,65.8,274,0.013000000000000001,147,11.68,17,-2.95,246,110.4,8,98.8,24,Ohio St.,11.0,Iowa St.,6.0,62.0,59.0,W,180.0,24.0,,15.0,180.0,Iowa State,B12,34.0,23.0,12.0,0.657,L1,9.0,9.0,0.5,12.0,4.0,5.0,6.0,6.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,2692.0,2385.0,76.91428571428571,68.14285714285714,951.0,1994.0,0.47700000000000004,288.0,789.0,0.365,443.0,605.0,0.732,22.09,118.9,9.0,96.8,47.0,67.7,171.0,-0.063,316.0,10.78,23.0,-1.56,206.0,109.3,29.0,98.5,21.0
,,44,163.0,Ohio State,B10,33,20,15,0.5710000000000001,L1,8,12,0.4,12,6,4,7,4,2,2,9,0,0,0.0,0.0,2419,2318,69.11428571428571,66.22857142857143,797,1824,0.4370000000000001,249,725,0.34299999999999997,455,620,0.7340000000000001,14.66,109.1,84,94.4,25,65.8,274,0.013000000000000001,147,11.68,17,-2.95,246,110.4,8,98.8,24,Ohio St.,11.0,Houston,3.0,59.0,74.0,L,130.0,11.0,,12.0,130.0,Houston,Amer,33.0,33.0,4.0,0.892,L1,16.0,2.0,0.889,19.0,1.0,10.0,1.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2787.0,2258.0,75.32432432432431,61.02702702702703,883.0,1968.0,0.449,305.0,838.0,0.364,443.0,629.0,0.7040000000000001,24.13,115.3,19.0,91.2,11.0,66.1,260.0,0.039,86.0,4.45,76.0,-4.16,283.0,105.7,92.0,101.3,62.0
,,24,194.0,Maryland,B10,32,23,11,0.6759999999999999,L1,13,7,0.65,15,3,6,5,2,3,4,6,0,0,0.0,0.0,2429,2228,71.44117647058823,65.52941176470588,807,1777,0.45399999999999996,232,657,0.353,437,584,0.748,19.29,113.4,31,94.1,21,66.0,264,-0.004,189,10.75,24,-4.92,299,109.8,18,99.1,30,Maryland,6.0,LSU,3.0,67.0,69.0,L,109.0,12.0,23.0,19.0,109.0,LSU,SEC,32.0,28.0,7.0,0.8,L1,16.0,2.0,0.889,15.0,2.0,9.0,1.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,2815.0,2558.0,80.42857142857143,73.08571428571429,912.0,1975.0,0.462,219.0,678.0,0.32299999999999995,561.0,744.0,0.754,20.22,117.7,12.0,97.5,59.0,70.0,67.0,0.063,36.0,10.02,35.0,2.77,92.0,109.3,30.0,99.3,32.0
,,24,194.0,Maryland,B10,32,23,11,0.6759999999999999,L1,13,7,0.65,15,3,6,5,2,3,4,6,0,0,0.0,0.0,2429,2228,71.44117647058823,65.52941176470588,807,1777,0.45399999999999996,232,657,0.353,437,584,0.748,19.29,113.4,31,94.1,21,66.0,264,-0.004,189,10.75,24,-4.92,299,109.8,18,99.1,30,Maryland,6.0,Belmont,11.0,79.0,77.0,W,13.0,,,49.0,13.0,Belmont,OVC,31.0,27.0,6.0,0.818,L1,16.0,2.0,0.889,13.0,1.0,12.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2868.0,2439.0,86.9090909090909,73.9090909090909,987.0,1976.0,0.499,325.0,871.0,0.373,411.0,557.0,0.738,14.09,115.6,18.0,101.5,117.0,71.3,34.0,0.025,113.0,-1.98,194.0,3.78,63.0,103.6,183.0,105.6,198.0
21.0,,16,222.0,Wisconsin,B10,33,23,11,0.6759999999999999,L2,14,6,0.7,12,3,8,5,3,3,3,5,0,0,0.0,0.0,2333,2099,68.61764705882354,61.735294117647065,854,1885,0.45299999999999996,235,642,0.366,336,518,0.649,21.94,110.4,62,88.5,4,63.9,331,-0.018000000000000002,228,12.97,6,3.14,87,110.3,14,97.3,6,Wisconsin,5.0,Oregon,12.0,54.0,72.0,L,47.0,,14.0,28.0,47.0,Oregon,P12,35.0,25.0,13.0,0.6579999999999999,L1,10.0,8.0,0.556,13.0,4.0,5.0,7.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2661.0,2364.0,70.02631578947367,62.21052631578947,886.0,1971.0,0.45,266.0,775.0,0.34299999999999997,429.0,597.0,0.7190000000000001,17.86,109.5,74.0,91.7,13.0,64.2,328.0,-0.048,292.0,5.47,66.0,0.43,145.0,107.7,59.0,102.3,78.0
,,73,85.0,UC Irvine,BW,35,31,6,0.838,L1,15,1,0.938,12,2,13,2,6,2,1,0,0,0,0.0,0.0,2675,2353,72.29729729729729,63.59459459459461,945,2058,0.45899999999999996,238,660,0.361,423,608,0.696,9.16,107.4,118,98.2,65,65.3,293,0.11,8,-3.28,231,1.25,117,102.5,243,105.8,204,UC Irvine,13.0,Kansas St.,4.0,70.0,64.0,W,323.0,18.0,12.0,20.0,323.0,Kansas State,B12,33.0,25.0,9.0,0.735,L2,14.0,4.0,0.778,14.0,2.0,7.0,5.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,2236.0,2025.0,65.76470588235293,59.55882352941178,784.0,1819.0,0.431,233.0,694.0,0.336,371.0,559.0,0.664,20.06,108.4,98.0,88.4,3.0,63.4,339.0,0.049,65.0,10.22,32.0,-0.96,186.0,109.3,31.0,99.1,29.0
,,73,85.0,UC Irvine,BW,35,31,6,0.838,L1,15,1,0.938,12,2,13,2,6,2,1,0,0,0,0.0,0.0,2675,2353,72.29729729729729,63.59459459459461,945,2058,0.45899999999999996,238,660,0.361,423,608,0.696,9.16,107.4,118,98.2,65,65.3,293,0.11,8,-3.28,231,1.25,117,102.5,243,105.8,204,UC Irvine,13.0,Oregon,12.0,54.0,73.0,L,47.0,,14.0,28.0,47.0,Oregon,P12,35.0,25.0,13.0,0.6579999999999999,L1,10.0,8.0,0.556,13.0,4.0,5.0,7.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2661.0,2364.0,70.02631578947367,62.21052631578947,886.0,1971.0,0.45,266.0,775.0,0.34299999999999997,429.0,597.0,0.7190000000000001,17.86,109.5,74.0,91.7,13.0,64.2,328.0,-0.048,292.0,5.47,66.0,0.43,145.0,107.7,59.0,102.3,78.0
,,89,88.0,Northeastern,CAA,33,23,11,0.6759999999999999,L1,14,4,0.778,11,2,8,6,4,3,0,2,0,0,0.0,0.0,2564,2406,75.41176470588233,70.76470588235293,864,1791,0.48200000000000004,322,830,0.38799999999999996,461,614,0.7509999999999999,7.59,111.0,58,103.4,151,66.2,253,0.05,61,-0.63,157,6.45,23,106.3,78,106.9,259,Northeastern,13.0,Kansas,4.0,53.0,87.0,L,169.0,17.0,1.0,17.0,169.0,Kansas,B12,34.0,26.0,10.0,0.722,L1,12.0,6.0,0.667,17.0,0.0,3.0,8.0,6.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,2725.0,2525.0,75.69444444444444,70.1388888888889,928.0,2008.0,0.462,246.0,702.0,0.35,461.0,661.0,0.6970000000000001,21.57,113.9,27.0,92.3,17.0,70.1,66.0,0.076,26.0,14.13,1.0,10.36,4.0,111.8,1.0,97.7,8.0
,,113,275.0,Old Dominion,CUSA,34,26,9,0.743,L1,13,5,0.722,14,2,8,4,4,3,1,1,0,0,0.0,0.0,2300,2128,65.71428571428571,60.8,805,1959,0.41100000000000003,258,731,0.353,382,579,0.66,5.45,101.4,238,96.0,38,64.5,324,0.057999999999999996,49,-2.15,203,-6.06,322,102.5,244,104.7,165,Old Dominion,14.0,Purdue,3.0,48.0,61.0,L,203.0,13.0,24.0,9.0,203.0,Purdue,B10,32.0,26.0,10.0,0.722,L1,16.0,4.0,0.8,15.0,0.0,6.0,6.0,5.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,2760.0,2421.0,76.66666666666667,67.25,857.0,1920.0,0.446,311.0,854.0,0.364,413.0,564.0,0.732,26.81,122.5,4.0,95.6,34.0,65.9,268.0,-0.015,224.0,13.16,4.0,4.09,55.0,110.3,13.0,97.1,3.0
,,96,41.0,Northern Kentucky,Horz,34,26,9,0.743,L1,13,5,0.722,17,1,7,7,2,1,0,1,0,0,0.0,0.0,2747,2410,78.48571428571428,68.85714285714286,956,1986,0.48100000000000004,301,823,0.366,477,717,0.665,7.14,109.4,76,102.3,130,68.2,143,-0.001,182,-3.37,234,-2.57,235,103.6,186,107.0,262,Northern Ky.,14.0,Texas Tech,3.0,57.0,72.0,L,242.0,9.0,,5.0,242.0,Texas Tech,B12,32.0,31.0,7.0,0.816,L1,14.0,4.0,0.778,17.0,1.0,6.0,3.0,8.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,2765.0,2261.0,72.76315789473685,59.5,837.0,1775.0,0.47200000000000003,232.0,631.0,0.368,433.0,595.0,0.728,30.03,114.1,25.0,84.1,1.0,66.6,231.0,0.004,171.0,11.18,21.0,-5.39,307.0,109.8,19.0,98.7,22.0
