AP19_Rnk,PS19_Rnk,KP19_Rank,TeamID,TS19_Team,KP19_Conference,TS19_GP,STA19_W,STA19_L,STA19_Pct,STA19_Strk,STA19_Conf_W,STA19_Conf_L,STA19_Conf_Pct,STA19_Home_W,STA19_Home_L,STA19_Away_W,STA19_Away_L,STA19_Neutral_W,STA19_Neutral_L,STA_Top25_W,STA_Top25_L,STA_Conf_PF,STA19_Conf_PA,STA19_Conf_PPG,STA19_Conf_PAPG,STA19_PF,STA19_PA,STA19_PPG,STA19_PAPG,TS19_FGM,TS19_FGA,TS19_FG%,TS19_3PM,TS19_3PA,TS19_3P%,TS19_FTM,TS19_FTA,TS19_FT%,KP19_Ajusted Efficiency Margin,KP19_Adjusted Offensive Efficiency,KP19_AOE Rk,KP19_Adjusted Defensive Efficiency,KP19_ADE Rk,KP19_Adjusted Tempo,KP19_AT Rk,KP19_Luck,KP19_Luck Rk,KP19_Strength of Schedule,KP_SOS Rk,KP19_Non-Conference Strength of Schedule,KP19_NCSOS Rk,KP19_Average Opponents Offensive Efficiency,KP19_AOOE Rk,KP19_Average Opponents Defensive Efficiency,KP19_AODE Rk,Team,Seed,Opponent,OppSeed,PF**,PA,WL,OppTeamID,Opp_AP19_Rnk,Opp_PS19_Rnk,Opp_KP19_Rank,Opp_TeamID,Opp_TS19_Team,Opp_KP19_Conference,Opp_TS19_GP,Opp_STA19_W,Opp_STA19_L,Opp_STA19_Pct,Opp_STA19_Strk,Opp_STA19_Conf_W,Opp_STA19_Conf_L,Opp_STA19_Conf_Pct,Opp_STA19_Home_W,Opp_STA19_Home_L,Opp_STA19_Away_W,Opp_STA19_Away_L,Opp_STA19_Neutral_W,Opp_STA19_Neutral_L,Opp_STA19_Top25_W,Opp_STA19_Top25_L,Opp_STA19_Conf_PF,Opp_STA19_Conf_PA,Opp_STA19_Conf_PPG,Opp_STA19_Conf_PAPG,Opp_STA19_PF,Opp_STA19_PA,Opp_STA19_PPG,Opp_STA19_PAPG,Opp_TS19_FGM,Opp_TS19_FGA,Opp_TS19_FG%,Opp_TS19_3PM,Opp_TS19_3PA,Opp_TS19_3P%,Opp_TS19_FTM,Opp_TS19_FTA,Opp_TS19_FT%,Opp_KP19_Ajusted Efficiency Margin,Opp_KP19_Adjusted Offensive Efficiency,Opp_KP19 AOW Rk,Opp_KP19_Adjusted Defensive Efficiency,Opp_KP19_ADE Rk,Opp_KP19_Adjusted Tempo,Opp_KP19_AT Rk,Opp_KP19_Luck,Opp_KP19_Luck_Rk,Opp_KP19_Strength of Schedule,Opp_KP19_SOS Rk,Opp_KP19_Non-Conference Strength of Schedule,Opp_KP19_NCSOS Rk,Opp_KP19_Average Opponents Offensive Efficiency,Opp_KP19_AOOE Rk,Opp_KP19_Average Opponents Defensive Efficiency,Opp_KP19_AODE Rk
3.0,8.0,7,281.0,North Carolina,ACC,33,29,7,0.8059999999999999,L1,16,2,0.889,14,2,11,1,4,4,8,5,0,0,0.0,0.0,3089,2636,85.80555555555556,73.22222222222223,1023,2207,0.46399999999999997,289,791,0.365,505,681,0.742,27.69,119.7,8,92.0,15,74.3,6,0.024,116,12.6,8,5.69,28,110.7,2,98.1,15,North Carolina,1.0,Iona,16.0,88.0,73.0,W,351.0,,,198.0,351.0,Iona,MAAC,32.0,17.0,16.0,0.515,L1,12.0,6.0,0.667,8.0,3.0,5.0,9.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2532.0,2508.0,76.72727272727273,76.0,835.0,1842.0,0.45299999999999996,282.0,804.0,0.35100000000000003,507.0,684.0,0.741,-2.88,106.9,129.0,109.7,276.0,70.6,51.0,-0.024,245.0,-6.27,290.0,0.44,144.0,100.5,314.0,106.8,251.0
3.0,8.0,7,281.0,North Carolina,ACC,33,29,7,0.8059999999999999,L1,16,2,0.889,14,2,11,1,4,4,8,5,0,0,0.0,0.0,3089,2636,85.80555555555556,73.22222222222223,1023,2207,0.46399999999999997,289,791,0.365,505,681,0.742,27.69,119.7,8,92.0,15,74.3,6,0.024,116,12.6,8,5.69,28,110.7,2,98.1,15,North Carolina,1.0,Washington,9.0,81.0,59.0,W,143.0,,25.0,48.0,143.0,Washington,P12,34.0,27.0,9.0,0.75,L1,15.0,3.0,0.833,15.0,1.0,7.0,4.0,5.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,2511.0,2331.0,69.75,64.75,835.0,1845.0,0.45299999999999996,254.0,734.0,0.34600000000000003,450.0,648.0,0.6940000000000001,14.28,107.7,110.0,93.5,18.0,66.0,262.0,0.08800000000000001,13.0,6.06,61.0,2.73,93.0,107.6,62.0,101.5,64.0
3.0,8.0,7,281.0,North Carolina,ACC,33,29,7,0.8059999999999999,L1,16,2,0.889,14,2,11,1,4,4,8,5,0,0,0.0,0.0,3089,2636,85.80555555555556,73.22222222222223,1023,2207,0.46399999999999997,289,791,0.365,505,681,0.742,27.69,119.7,8,92.0,15,74.3,6,0.024,116,12.6,8,5.69,28,110.7,2,98.1,15,North Carolina,1.0,Auburn,5.0,80.0,97.0,L,129.0,14.0,11.0,11.0,129.0,Auburn,SEC,34.0,30.0,10.0,0.75,L1,11.0,7.0,0.611,15.0,2.0,4.0,6.0,11.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,3188.0,2750.0,79.7,68.75,930.0,2071.0,0.449,381.0,1012.0,0.376,460.0,648.0,0.71,25.0,120.9,6.0,95.9,36.0,67.9,155.0,0.008,162.0,12.23,11.0,2.63,96.0,110.7,3.0,98.5,20.0
1.0,4.0,4,27.0,Duke,ACC,34,32,6,0.8420000000000001,L1,14,4,0.778,15,2,7,2,10,2,10,5,0,0,0.0,0.0,3143,2576,82.71052631578948,67.78947368421052,1037,2173,0.47700000000000004,247,818,0.302,518,751,0.69,30.62,120.0,7,89.3,6,72.1,20,0.018000000000000002,134,12.85,7,5.08,40,110.7,4,97.8,11,Duke,1.0,North Dakota St.,16.0,85.0,62.0,W,96.0,,,202.0,96.0,North Dakota State,Sum,33.0,19.0,16.0,0.5429999999999999,L1,9.0,7.0,0.563,10.0,3.0,4.0,9.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2556.0,2541.0,73.02857142857142,72.6,828.0,1816.0,0.456,315.0,861.0,0.366,445.0,575.0,0.774,-3.2,107.4,117.0,110.6,292.0,65.0,312.0,0.064,34.0,-2.85,217.0,3.23,84.0,104.8,138.0,107.6,292.0
1.0,4.0,4,27.0,Duke,ACC,34,32,6,0.8420000000000001,L1,14,4,0.778,15,2,7,2,10,2,10,5,0,0,0.0,0.0,3143,2576,82.71052631578948,67.78947368421052,1037,2173,0.47700000000000004,247,818,0.302,518,751,0.69,30.62,120.0,7,89.3,6,72.1,20,0.018000000000000002,134,12.85,7,5.08,40,110.7,4,97.8,11,Duke,1.0,UCF,9.0,77.0,76.0,W,296.0,,,34.0,296.0,UCF,Amer,31.0,24.0,9.0,0.727,L1,13.0,5.0,0.722,15.0,2.0,5.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2385.0,2128.0,72.27272727272727,64.48484848484848,765.0,1652.0,0.46299999999999997,211.0,596.0,0.354,495.0,767.0,0.645,16.51,112.1,44.0,95.6,33.0,65.0,309.0,0.011000000000000001,152.0,4.99,69.0,-3.71,264.0,105.9,90.0,100.9,57.0
1.0,4.0,4,27.0,Duke,ACC,34,32,6,0.8420000000000001,L1,14,4,0.778,15,2,7,2,10,2,10,5,0,0,0.0,0.0,3143,2576,82.71052631578948,67.78947368421052,1037,2173,0.47700000000000004,247,818,0.302,518,751,0.69,30.62,120.0,7,89.3,6,72.1,20,0.018000000000000002,134,12.85,7,5.08,40,110.7,4,97.8,11,Duke,1.0,Virginia Tech,4.0,75.0,73.0,W,182.0,16.0,15.0,13.0,182.0,Virginia Tech,ACC,32.0,26.0,9.0,0.743,L1,12.0,6.0,0.667,14.0,2.0,5.0,5.0,7.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,2574.0,2172.0,73.54285714285714,62.05714285714286,824.0,1733.0,0.475,307.0,779.0,0.39399999999999996,413.0,545.0,0.758,24.07,118.1,11.0,94.0,20.0,63.7,334.0,-0.005,195.0,8.47,47.0,-6.26,325.0,108.3,49.0,99.9,42.0
1.0,4.0,4,27.0,Duke,ACC,34,32,6,0.8420000000000001,L1,14,4,0.778,15,2,7,2,10,2,10,5,0,0,0.0,0.0,3143,2576,82.71052631578948,67.78947368421052,1037,2173,0.47700000000000004,247,818,0.302,518,751,0.69,30.62,120.0,7,89.3,6,72.1,20,0.018000000000000002,134,12.85,7,5.08,40,110.7,4,97.8,11,Duke,1.0,Michigan St.,2.0,67.0,68.0,L,78.0,5.0,10.0,3.0,78.0,Michigan State,B10,33.0,32.0,7.0,0.821,L1,16.0,4.0,0.8,15.0,1.0,8.0,4.0,9.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,3025.0,2534.0,77.56410256410257,64.97435897435898,922.0,1889.0,0.488,273.0,712.0,0.38299999999999995,498.0,664.0,0.75,30.81,121.0,5.0,90.2,9.0,66.9,211.0,0.001,177.0,13.67,2.0,3.24,82.0,110.6,7.0,96.9,1.0
10.0,17.0,14,193.0,Florida State,ACC,34,29,8,0.784,L1,13,5,0.722,15,1,6,4,8,3,6,5,0,0,0.0,0.0,2771,2485,74.89189189189189,67.16216216216216,879,1984,0.44299999999999995,255,760,0.336,534,721,0.741,22.39,112.8,36,90.4,10,68.6,121,0.046,70,10.46,30,0.93,128,109.8,20,99.3,33,Florida St.,4.0,Gonzaga,1.0,58.0,72.0,L,1.0,4.0,3.0,2.0,1.0,Gonzaga,WCC,33.0,33.0,4.0,0.892,L1,16.0,0.0,1.0,17.0,0.0,9.0,1.0,7.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,3243.0,2400.0,87.64864864864866,64.86486486486487,1062.0,1997.0,0.532,257.0,704.0,0.365,551.0,718.0,0.767,32.85,124.5,1.0,91.6,12.0,70.2,62.0,-0.001,180.0,4.46,75.0,1.87,105.0,106.9,69.0,102.5,87.0
10.0,17.0,14,193.0,Florida State,ACC,34,29,8,0.784,L1,13,5,0.722,15,1,6,4,8,3,6,5,0,0,0.0,0.0,2771,2485,74.89189189189189,67.16216216216216,879,1984,0.44299999999999995,255,760,0.336,534,721,0.741,22.39,112.8,36,90.4,10,68.6,121,0.046,70,10.46,30,0.93,128,109.8,20,99.3,33,Florida St.,4.0,Vermont,13.0,76.0,69.0,W,168.0,,,76.0,168.0,Vermont,AE,33.0,27.0,7.0,0.794,L1,14.0,2.0,0.875,16.0,2.0,11.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2508.0,2143.0,73.76470588235293,63.029411764705884,841.0,1834.0,0.45899999999999996,257.0,729.0,0.353,500.0,665.0,0.752,8.86,108.5,97.0,99.6,88.0,65.5,285.0,0.043,77.0,-5.55,281.0,3.2,85.0,100.7,311.0,106.2,221.0
10.0,17.0,14,193.0,Florida State,ACC,34,29,8,0.784,L1,13,5,0.722,15,1,6,4,8,3,6,5,0,0,0.0,0.0,2771,2485,74.89189189189189,67.16216216216216,879,1984,0.44299999999999995,255,760,0.336,534,721,0.741,22.39,112.8,36,90.4,10,68.6,121,0.046,70,10.46,30,0.93,128,109.8,20,99.3,33,Florida St.,4.0,Murray St.,12.0,90.0,62.0,W,72.0,,,51.0,72.0,Murray State,OVC,31.0,28.0,5.0,0.848,L1,16.0,2.0,0.889,15.0,1.0,10.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2727.0,2255.0,82.63636363636364,68.33333333333333,938.0,1890.0,0.496,242.0,695.0,0.348,464.0,629.0,0.738,13.83,112.5,41.0,98.6,73.0,69.4,89.0,0.054000000000000006,54.0,-3.32,233.0,-1.13,192.0,103.1,222.0,106.4,228.0
,,23,134.0,Louisville,ACC,33,20,14,0.588,L2,10,8,0.556,14,4,5,6,1,4,4,8,0,0,0.0,0.0,2536,2324,74.58823529411767,68.35294117647061,828,1908,0.434,285,834,0.342,519,670,0.775,19.35,113.7,28,94.4,24,67.2,199,-0.06,309,11.95,16,5.36,32,110.4,10,98.4,19,Louisville,7.0,Minnesota,10.0,76.0,86.0,L,181.0,,,46.0,181.0,Minnesota,B10,34.0,22.0,14.0,0.611,L1,9.0,11.0,0.45,13.0,3.0,2.0,9.0,7.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,2543.0,2498.0,70.6388888888889,69.3888888888889,840.0,1922.0,0.4370000000000001,178.0,554.0,0.321,549.0,808.0,0.679,14.35,111.4,52.0,97.0,48.0,67.4,186.0,0.086,15.0,12.18,12.0,-2.91,244.0,110.2,15.0,98.0,13.0
16.0,15.0,13,182.0,Virginia Tech,ACC,32,26,9,0.743,L1,12,6,0.667,14,2,5,5,7,2,3,7,0,0,0.0,0.0,2574,2172,73.54285714285714,62.05714285714286,824,1733,0.475,307,779,0.39399999999999996,413,545,0.758,24.07,118.1,11,94.0,20,63.7,334,-0.005,195,8.47,47,-6.26,325,108.3,49,99.9,42,Virginia Tech,4.0,Duke,1.0,73.0,75.0,L,27.0,1.0,4.0,4.0,27.0,Duke,ACC,34.0,32.0,6.0,0.8420000000000001,L1,14.0,4.0,0.778,15.0,2.0,7.0,2.0,10.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,3143.0,2576.0,82.71052631578948,67.78947368421052,1037.0,2173.0,0.47700000000000004,247.0,818.0,0.302,518.0,751.0,0.69,30.62,120.0,7.0,89.3,6.0,72.1,20.0,0.018000000000000002,134.0,12.85,7.0,5.08,40.0,110.7,4.0,97.8,11.0
16.0,15.0,13,182.0,Virginia Tech,ACC,32,26,9,0.743,L1,12,6,0.667,14,2,5,5,7,2,3,7,0,0,0.0,0.0,2574,2172,73.54285714285714,62.05714285714286,824,1733,0.475,307,779,0.39399999999999996,413,545,0.758,24.07,118.1,11,94.0,20,63.7,334,-0.005,195,8.47,47,-6.26,325,108.3,49,99.9,42,Virginia Tech,4.0,Saint Louis,13.0,66.0,52.0,W,186.0,,,106.0,186.0,Saint Louis,A10,34.0,23.0,13.0,0.639,L1,10.0,8.0,0.556,15.0,2.0,4.0,8.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2399.0,2297.0,66.6388888888889,63.80555555555557,814.0,1941.0,0.419,197.0,630.0,0.313,467.0,778.0,0.6,6.02,102.2,214.0,96.2,40.0,66.4,239.0,0.044000000000000004,74.0,0.49,126.0,-1.44,200.0,104.4,150.0,103.9,129.0
16.0,15.0,13,182.0,Virginia Tech,ACC,32,26,9,0.743,L1,12,6,0.667,14,2,5,5,7,2,3,7,0,0,0.0,0.0,2574,2172,73.54285714285714,62.05714285714286,824,1733,0.475,307,779,0.39399999999999996,413,545,0.758,24.07,118.1,11,94.0,20,63.7,334,-0.005,195,8.47,47,-6.26,325,108.3,49,99.9,42,Virginia Tech,4.0,Liberty,12.0,67.0,58.0,W,198.0,,,58.0,198.0,Liberty,ASun,34.0,29.0,7.0,0.8059999999999999,L1,14.0,2.0,0.875,16.0,1.0,11.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2654.0,2209.0,73.72222222222223,61.361111111111114,921.0,1878.0,0.49,300.0,817.0,0.3670000000000001,374.0,485.0,0.7709999999999999,11.54,111.1,54.0,99.6,87.0,62.3,349.0,0.009000000000000001,158.0,-3.27,230.0,-3.2,252.0,102.5,245.0,105.8,203.0
