TS20_Team,TS20_GP,TS20_PTS,TS20_FG%,TS20_3P%,TS20_FT%,TS20_FGM,TS20_FGA,TS20_3PM,TS20_3PA,TS20_FTM,TS20_FTA,TeamID
California Baptist,31,2465,0.442,0.38,0.7859999999999999,826,1868,306,806,507,645,43
Eastern Kentucky,33,2464,0.41100000000000003,0.321,0.726,857,2085,268,835,482,664,74
UTSA,32,2461,0.41700000000000004,0.35,0.763,866,2076,308,881,421,552,30
Furman,32,2457,0.474,0.35200000000000004,0.701,881,1857,302,859,393,561,8
Florida International,32,2455,0.456,0.349,0.65,898,1968,286,819,373,574,14
Delaware,33,2452,0.48,0.35600000000000004,0.758,881,1834,251,705,439,579,42
Samford,33,2448,0.431,0.331,0.7440000000000001,862,1999,219,661,505,679,23
Arizona,32,2445,0.446,0.35200000000000004,0.732,850,1905,233,661,512,699,81
Western Carolina,31,2444,0.46799999999999997,0.369,0.71,837,1790,302,818,468,659,93
Kent State,32,2442,0.45399999999999996,0.33899999999999997,0.727,886,1952,268,791,402,553,34
Pepperdine,32,2441,0.434,0.35100000000000003,0.792,840,1934,255,726,506,639,45
Bradley,34,2438,0.441,0.37200000000000005,0.737,872,1976,230,618,464,630,90
CSU Northridge,32,2435,0.456,0.373,0.726,877,1925,243,652,438,603,29
Boise State,32,2430,0.447,0.345,0.7509999999999999,829,1853,269,780,503,670,36
Marshall,32,2429,0.442,0.313,0.6629999999999999,897,2028,245,783,390,588,73
Georgia,32,2428,0.451,0.3,0.7020000000000001,875,1941,223,743,455,648,156
Creighton,31,2428,0.47100000000000003,0.386,0.7390000000000001,866,1839,302,783,394,533,38
Arkansas,32,2426,0.44299999999999995,0.33399999999999996,0.731,808,1825,243,728,567,776,220
Sacred Heart,33,2420,0.43,0.327,0.7340000000000001,843,1961,251,768,483,658,63
Auburn,31,2419,0.433,0.306,0.674,808,1868,252,824,551,818,129
Colorado State,32,2417,0.469,0.366,0.679,841,1793,258,705,475,700,22
Sam Houston State,31,2417,0.451,0.342,0.741,874,1937,236,690,433,584,16
Louisiana,33,2416,0.418,0.321,0.743,825,1972,259,806,507,682,150
Murray State,32,2413,0.47600000000000003,0.369,0.7090000000000001,852,1789,210,569,499,704,72
UIC,35,2412,0.444,0.337,0.685,880,1984,252,747,400,584,142
Boston Univ.,34,2410,0.46,0.326,0.643,919,1999,224,688,348,541,135
Chattanooga,33,2410,0.455,0.35700000000000004,0.7120000000000001,868,1907,281,787,393,552,111
Iowa,31,2410,0.451,0.34700000000000003,0.75,842,1868,244,703,482,643,50
Youngstown St,33,2401,0.423,0.308,0.69,870,2055,236,765,425,616,70
San Diego State,32,2395,0.46799999999999997,0.38,0.7709999999999999,852,1820,291,765,400,519,66
Nevada,31,2391,0.447,0.38299999999999995,0.753,840,1879,309,806,400,531,69
Georgetown,32,2389,0.43700000000000006,0.34600000000000003,0.7709999999999999,840,1921,206,595,503,652,35
NC State,32,2388,0.452,0.319,0.71,885,1958,222,697,396,558,104
UMass Lowell,32,2388,0.45799999999999996,0.33899999999999997,0.7120000000000001,838,1830,222,655,490,688,52
Nicholls,31,2388,0.444,0.337,0.748,881,1985,249,739,377,504,48
St. John's,32,2387,0.409,0.321,0.703,865,2114,212,661,445,633,59
Toledo,32,2386,0.435,0.366,0.746,802,1844,283,774,499,669,82
North Carolina,33,2383,0.42,0.304,0.682,865,2058,181,595,470,689,281
VMI,33,2380,0.428,0.355,0.708,852,1991,359,1012,317,448,51
Syracuse,32,2378,0.436,0.33,0.74,813,1865,259,786,493,666,155
Eastern Illinois,32,2377,0.45799999999999996,0.342,0.66,890,1945,215,629,382,579,97
Notre Dame,32,2376,0.426,0.345,0.735,850,1993,310,899,366,498,196
Robert Morris,34,2373,0.444,0.363,0.6709999999999999,874,1968,284,783,341,508,165
UNC Greensboro,32,2372,0.43200000000000005,0.324,0.633,879,2035,279,861,335,529,79
UC Irvine,32,2367,0.473,0.354,0.7390000000000001,888,1878,198,559,393,532,85
Rice,32,2363,0.43200000000000005,0.33899999999999997,0.721,800,1851,317,934,446,619,55
Vermont,33,2361,0.44799999999999995,0.327,0.718,841,1876,267,816,412,574,168
Drake,34,2359,0.45799999999999996,0.345,0.7140000000000001,854,1864,245,711,406,569,137
Tennessee State,33,2355,0.47,0.35100000000000003,0.66,864,1839,241,687,386,585,56
Michigan State,31,2353,0.461,0.348,0.75,845,1833,239,687,424,565,78
Abilene Christian,31,2352,0.449,0.309,0.741,814,1813,209,676,515,695,173
Omaha,32,2352,0.449,0.33799999999999997,0.7120000000000001,886,1973,200,592,380,534,46
Oregon,31,2352,0.47,0.396,0.7,857,1825,269,680,369,527,47
Delaware State,32,2350,0.41100000000000003,0.315,0.685,824,2004,249,791,453,661,308
Loyola (MD),32,2348,0.465,0.32,0.637,830,1784,212,663,476,747,110
Northeastern,33,2347,0.474,0.371,0.794,856,1806,269,726,366,461,88
Texas State,32,2339,0.45799999999999996,0.325,0.7559999999999999,840,1835,166,510,493,652,99
Air Force,32,2338,0.456,0.375,0.731,802,1759,275,734,459,628,60
Elon,34,2337,0.41700000000000004,0.363,0.736,805,1932,346,952,381,518,127
Florida State,31,2336,0.457,0.35100000000000003,0.75,844,1848,230,655,418,557,193
Richmond,31,2335,0.466,0.36200000000000004,0.7759999999999999,847,1818,249,688,392,505,106
Texas Southern,32,2335,0.418,0.304,0.706,806,1927,168,552,555,786,273
Marquette,30,2333,0.43,0.382,0.743,759,1764,301,787,514,692,33
UC Davis,32,2330,0.461,0.397,0.787,816,1769,259,653,439,558,114
Northern Iowa,31,2330,0.475,0.389,0.759,844,1776,287,737,355,468,92
Missouri State,33,2330,0.43799999999999994,0.354,0.7490000000000001,843,1923,230,650,414,553,213
Southern Utah,32,2329,0.45299999999999996,0.331,0.716,834,1843,195,589,466,651,278
Penn State,31,2327,0.431,0.325,0.6920000000000001,832,1931,249,765,414,598,77
Michigan,31,2326,0.462,0.33899999999999997,0.7170000000000001,861,1864,247,729,357,498,160
UNC Asheville,31,2326,0.45899999999999996,0.34600000000000003,0.66,837,1824,243,702,409,620,144
Houston Baptist,29,2323,0.44299999999999995,0.364,0.747,798,1800,216,594,511,684,248
Gardner-Webb,32,2318,0.44799999999999995,0.36,0.6940000000000001,810,1809,254,706,444,640,289
Northern Kentucky,32,2317,0.433,0.305,0.6890000000000001,810,1872,259,848,438,636,41
Central Arkansas,31,2316,0.42200000000000004,0.31,0.7170000000000001,777,1842,231,744,531,741,131
Kansas,31,2312,0.484,0.344,0.667,851,1758,199,578,411,616,169
Lamar,32,2312,0.43700000000000006,0.33,0.705,831,1903,189,572,461,654,128
North Carolina A&T,32,2311,0.43,0.29600000000000004,0.609,826,1920,181,612,478,785,178
Bowling Green,31,2310,0.418,0.33799999999999997,0.752,822,1968,242,717,424,564,122
Kentucky,31,2307,0.461,0.34299999999999997,0.797,795,1723,157,458,560,703,190
UNLV,32,2307,0.433,0.319,0.6920000000000001,812,1876,241,755,442,639,58
Howard,33,2306,0.42,0.344,0.695,808,1922,247,718,443,637,175
Iowa State,32,2304,0.439,0.316,0.746,836,1905,227,718,405,543,180
Northern Colorado,31,2303,0.46799999999999997,0.384,0.667,837,1790,317,826,312,468,293
Prairie View A&M,32,2302,0.44299999999999995,0.306,0.7090000000000001,813,1837,151,493,525,741,267
Radford,32,2302,0.46399999999999997,0.355,0.642,841,1813,251,707,369,575,237
Pacific,33,2300,0.45,0.34,0.667,843,1872,180,530,434,651,32
Bucknell,34,2299,0.42200000000000004,0.34299999999999997,0.687,820,1945,279,813,380,553,185
Western Kentucky,30,2297,0.457,0.33799999999999997,0.789,779,1703,212,627,527,668,98
Louisville,31,2296,0.45299999999999996,0.376,0.731,810,1787,255,679,421,576,134
Vanderbilt,32,2295,0.428,0.33299999999999996,0.6970000000000001,760,1776,262,786,513,736,229
Jacksonville State,32,2294,0.446,0.332,0.691,844,1892,226,680,380,550,89
Mercer,32,2294,0.449,0.359,0.722,847,1885,246,686,354,490,95
Yale,30,2289,0.469,0.371,0.7120000000000001,809,1726,265,714,406,570,189
Arizona State,31,2288,0.429,0.32299999999999995,0.695,816,1904,227,703,429,617,235
William & Mary,32,2288,0.46399999999999997,0.34600000000000003,0.7440000000000001,822,1770,239,690,405,544,40
Indiana,32,2286,0.445,0.326,0.679,812,1825,176,540,486,716,132
Ohio,32,2286,0.447,0.348,0.6890000000000001,822,1837,272,781,370,537,205
South Carolina Upstate,33,2286,0.424,0.321,0.6859999999999999,811,1911,224,697,440,641,192
Stony Brook,33,2283,0.40700000000000003,0.33299999999999996,0.725,777,1909,274,822,455,628,67
Akron,30,2281,0.44,0.35700000000000004,0.77,764,1735,274,768,479,622,159
Wake Forest,31,2276,0.43200000000000005,0.35100000000000003,0.747,765,1769,204,582,542,726,247
Mississippi State,31,2275,0.46799999999999997,0.336,0.754,802,1713,161,479,510,676,230
Florida Atlantic,32,2275,0.426,0.327,0.703,822,1928,266,813,365,519,108
South Carolina,31,2275,0.44,0.31,0.628,832,1890,174,561,437,696,288
Bryant,32,2271,0.415,0.321,0.677,802,1932,269,837,398,588,179
Little Rock,31,2270,0.47,0.34600000000000003,0.71,777,1653,188,543,528,744,86
Villanova,31,2269,0.441,0.359,0.759,797,1806,307,854,368,485,208
Colorado,32,2268,0.43700000000000006,0.35100000000000003,0.736,777,1778,241,687,473,643,184
Northwestern State,30,2265,0.442,0.35600000000000004,0.733,797,1802,234,658,437,596,309
DePaul,32,2262,0.43700000000000006,0.313,0.6579999999999999,832,1906,181,579,417,634,126
Arkansas St,32,2262,0.43700000000000006,0.33799999999999997,0.71,750,1718,184,545,578,814,75
New Orleans,30,2262,0.462,0.33799999999999997,0.7440000000000001,800,1731,155,459,507,681,105
Xavier,32,2261,0.436,0.312,0.6579999999999999,833,1912,207,664,388,590,195
Purdue Fort Wayne,33,2261,0.42700000000000005,0.316,0.67,830,1945,274,867,327,488,91
UT Arlington,32,2259,0.415,0.31,0.748,800,1926,250,807,409,547,123
Washington,32,2259,0.441,0.325,0.722,778,1763,220,677,483,669,143
UConn,31,2258,0.42,0.324,0.742,782,1862,216,667,478,644,271
Towson,32,2258,0.433,0.344,0.7709999999999999,790,1824,210,610,468,607,145
IUPUI,32,2256,0.413,0.337,0.645,803,1945,254,753,396,614,113
Appalachian State,33,2256,0.431,0.303,0.667,775,1800,212,699,494,741,188
Lipscomb,32,2255,0.451,0.341,0.6920000000000001,834,1849,218,640,369,533,139
UMBC,33,2255,0.44299999999999995,0.317,0.645,816,1843,229,723,394,611,162
Drexel,33,2254,0.441,0.349,0.7,821,1860,241,690,371,530,100
Liberty,33,2252,0.474,0.363,0.7120000000000001,807,1704,254,699,384,539,198
Alcorn State,30,2251,0.42700000000000005,0.366,0.7440000000000001,784,1836,268,733,415,558,209
The Citadel,30,2244,0.434,0.32799999999999996,0.691,789,1820,280,853,386,559,94
Houston,31,2241,0.42200000000000004,0.337,0.73,788,1868,216,641,449,615,130
Seton Hall,30,2241,0.446,0.335,0.715,783,1754,238,711,437,611,117
Illinois,31,2239,0.44299999999999995,0.309,0.728,811,1831,175,566,442,607,107
Bethune-Cookman,30,2239,0.425,0.319,0.7,782,1842,184,576,491,701,133
Oakland,33,2239,0.428,0.29600000000000004,0.6890000000000001,780,1822,204,690,475,689,216
Nebraska,32,2235,0.405,0.318,0.603,815,2011,253,796,352,584,176
Washington State,32,2235,0.39799999999999996,0.309,0.743,776,1952,237,768,446,600,118
Louisiana Tech,30,2235,0.466,0.35700000000000004,0.6679999999999999,821,1763,251,704,342,512,115
Ohio State,31,2234,0.446,0.373,0.752,753,1690,261,700,467,621,163
Southern,32,2234,0.44,0.312,0.679,816,1854,171,548,431,635,264
Memphis,31,2232,0.44,0.32899999999999996,0.679,775,1763,204,620,478,704,211
Texas Tech,31,2230,0.452,0.355,0.754,779,1724,224,631,448,594,242
Florida,31,2228,0.457,0.34700000000000003,0.723,791,1729,221,636,425,588,219
Wichita State,31,2227,0.40700000000000003,0.32799999999999996,0.6970000000000001,769,1891,244,744,445,638,148
Maryland,31,2226,0.419,0.311,0.747,744,1774,238,765,500,669,194
Weber State,32,2225,0.45299999999999996,0.322,0.725,821,1814,213,661,370,510,218
Stanford,32,2223,0.469,0.373,0.703,810,1726,227,608,376,535,241
Saint Louis,31,2223,0.45399999999999996,0.34,0.58,819,1804,166,488,419,723,186
Grambling,31,2220,0.455,0.309,0.6809999999999999,812,1786,152,492,444,652,153
Milwaukee,31,2216,0.413,0.32,0.7090000000000001,788,1908,241,754,399,563,84
New Mexico State,31,2214,0.455,0.355,0.7170000000000001,774,1700,283,798,383,534,119
Providence,31,2214,0.413,0.332,0.6940000000000001,764,1852,225,678,461,664,125
South Alabama,31,2209,0.47100000000000003,0.331,0.725,782,1661,166,502,479,661,61
Monmouth,31,2209,0.41,0.33399999999999996,0.721,755,1842,227,680,472,655,295
Ole Miss,32,2208,0.43200000000000005,0.32,0.73,769,1780,192,600,478,655,306
Morehead State,32,2208,0.434,0.28800000000000003,0.638,826,1902,184,639,372,583,158
Saint Joseph's,32,2208,0.392,0.297,0.705,761,1943,287,965,399,566,223
Oregon State,31,2207,0.46,0.325,0.7509999999999999,766,1667,189,582,486,647,116
Miami,31,2207,0.429,0.317,0.759,796,1855,219,690,396,522,256
Minnesota,31,2205,0.425,0.337,0.691,796,1871,257,762,356,515,181
Miami (OH),31,2203,0.426,0.341,0.7340000000000001,790,1853,261,765,362,493,204
North Texas,31,2203,0.483,0.379,0.7509999999999999,786,1627,253,667,378,503,62
Charleston Southern,32,2203,0.42700000000000005,0.325,0.741,792,1856,258,795,361,487,234
Hartford,33,2201,0.418,0.341,0.703,773,1850,253,742,402,572,221
Rhode Island,30,2200,0.423,0.315,0.6759999999999999,783,1852,170,539,464,686,227
Utah,31,2199,0.449,0.335,0.73,767,1707,219,653,446,611,201
Loyola Chicago,32,2198,0.49700000000000005,0.36700000000000005,0.65,803,1616,185,504,407,626,157
Canisius,32,2196,0.433,0.302,0.696,806,1861,193,639,391,562,215
UC Santa Barbara,31,2195,0.45799999999999996,0.342,0.7559999999999999,765,1672,200,585,465,615,183
Virginia Tech,32,2194,0.419,0.35200000000000004,0.711,787,1877,315,896,305,429,182
UT Martin,29,2194,0.455,0.337,0.753,781,1718,218,646,414,550,171
Middle Tennessee,31,2193,0.419,0.33399999999999996,0.67,776,1850,255,763,386,576,112
VCU,31,2193,0.43200000000000005,0.34600000000000003,0.696,775,1792,231,667,412,592,187
UT Rio Grande Valley,30,2189,0.435,0.34299999999999997,0.7170000000000001,779,1789,191,557,440,614,259
SMU,30,2188,0.451,0.32299999999999995,0.762,770,1706,236,730,412,541,170
UNC Wilmington,32,2186,0.431,0.341,0.7090000000000001,783,1816,208,610,412,581,87
Norfolk State,31,2186,0.414,0.32299999999999995,0.7120000000000001,754,1820,243,752,435,611,246
Lehigh,32,2184,0.447,0.335,0.733,826,1846,180,538,352,480,240
Cincinnati,30,2182,0.445,0.319,0.677,763,1713,197,618,459,678,166
Davidson,30,2182,0.45299999999999996,0.36700000000000005,0.762,755,1666,272,742,400,525,280
Morgan State,31,2182,0.424,0.281,0.6940000000000001,766,1807,158,563,492,709,54
USC,31,2179,0.439,0.35,0.662,781,1780,200,571,417,630,152
West Virginia,31,2179,0.42200000000000004,0.28600000000000003,0.642,774,1833,155,542,476,742,232
Oklahoma,31,2177,0.42,0.318,0.7659999999999999,760,1808,224,704,433,565,251
Seattle,29,2177,0.406,0.308,0.775,731,1800,209,679,506,653,39
Charleston,31,2176,0.44,0.34700000000000003,0.7609999999999999,755,1717,237,683,429,564,136
Detroit Mercy,31,2175,0.391,0.32299999999999995,0.782,724,1850,263,815,464,593,102
Lafayette,31,2174,0.452,0.342,0.742,798,1765,265,774,313,422,243
Rutgers,31,2168,0.447,0.31,0.644,825,1847,172,554,346,537,197
St. Francis (BKN),31,2168,0.419,0.297,0.73,798,1903,197,664,373,511,217
San José St,31,2167,0.389,0.298,0.716,728,1871,257,861,454,634,174
Fairleigh Dickinson,30,2167,0.452,0.35700000000000004,0.723,787,1740,222,622,371,513,279
Siena,30,2167,0.45899999999999996,0.355,0.7040000000000001,770,1679,198,558,429,609,307
Oklahoma State,32,2163,0.425,0.315,0.7340000000000001,757,1783,189,600,460,627,313
North Carolina Central,31,2162,0.46,0.301,0.653,797,1734,182,605,386,591,266
James Madison,30,2157,0.42,0.32,0.653,750,1787,231,721,426,652,146
Long Beach State,32,2157,0.43200000000000005,0.35100000000000003,0.7,772,1789,187,533,426,609,124
SE Louisiana,31,2157,0.41600000000000004,0.29600000000000004,0.675,779,1873,198,669,401,594,287
UTEP,32,2157,0.423,0.301,0.7490000000000001,747,1765,212,705,451,602,172
Ball State,31,2155,0.42700000000000005,0.336,0.693,749,1754,283,842,374,540,260
Presbyterian,32,2155,0.45,0.322,0.713,768,1707,197,611,422,592,224
UAB,32,2154,0.45399999999999996,0.32799999999999996,0.7040000000000001,780,1719,169,515,425,604,250
UCLA,31,2153,0.434,0.32299999999999995,0.718,751,1732,186,576,465,648,238
Jackson State,32,2153,0.424,0.264,0.672,787,1856,143,541,436,649,294
Pittsburgh,33,2152,0.40399999999999997,0.29600000000000004,0.713,755,1867,175,592,467,655,274
Rider,30,2152,0.43799999999999994,0.321,0.6509999999999999,755,1725,184,574,458,704,233
American,30,2149,0.457,0.34,0.703,796,1743,206,606,351,499,257
Evansville,32,2149,0.42200000000000004,0.321,0.73,746,1769,241,750,416,570,161
George Mason,32,2148,0.424,0.304,0.691,765,1805,189,622,429,621,236
Longwood,32,2148,0.40399999999999997,0.342,0.701,720,1781,293,857,415,592,199
Duquesne,30,2146,0.44299999999999995,0.318,0.703,758,1711,235,738,395,562,262
St. Bonaventure,31,2143,0.436,0.344,0.736,787,1805,210,611,359,488,261
Jacksonville,32,2139,0.429,0.319,0.67,778,1813,205,643,378,564,177
Denver,31,2135,0.444,0.321,0.6890000000000001,770,1734,162,504,433,628,141
Baylor,30,2134,0.429,0.35100000000000003,0.69,763,1778,230,656,378,548,298
Montana,30,2131,0.474,0.364,0.721,814,1717,172,472,331,459,304
Troy,31,2131,0.39899999999999997,0.317,0.674,750,1881,261,824,370,549,83
Campbell,31,2130,0.45899999999999996,0.35,0.731,781,1700,247,706,321,439,151
Army,30,2128,0.47100000000000003,0.33299999999999996,0.615,821,1742,215,645,271,441,268
Northern Arizona,30,2128,0.445,0.36,0.701,770,1729,216,600,372,531,326
Albany,32,2127,0.41,0.32899999999999996,0.703,725,1768,255,774,422,600,164
CSU Fullerton,31,2127,0.43200000000000005,0.331,0.672,750,1735,194,586,433,644,255
Georgia Tech,31,2126,0.452,0.312,0.677,781,1727,161,516,403,595,263
Portland,32,2126,0.428,0.341,0.677,758,1769,216,633,394,582,120
Butler,31,2125,0.46,0.341,0.728,776,1687,212,621,361,496,167
UMass,31,2124,0.426,0.32899999999999996,0.701,758,1781,235,715,373,532,231
Temple,31,2117,0.40399999999999997,0.322,0.687,744,1843,208,645,421,613,302
Grand Canyon,30,2116,0.451,0.33299999999999996,0.746,740,1641,180,541,456,611,254
Harvard,29,2114,0.45399999999999996,0.32899999999999996,0.701,763,1680,209,635,379,541,321
Purdue,31,2114,0.418,0.33,0.687,780,1867,223,675,331,482,203
Texas A&M-CC,32,2112,0.444,0.375,0.7070000000000001,740,1668,245,653,387,547,276
East Carolina,31,2111,0.42100000000000004,0.281,0.722,741,1759,162,577,467,647,244
High Point,32,2110,0.406,0.32,0.6990000000000001,711,1751,198,619,490,701,253
Coppin State,31,2109,0.39399999999999996,0.281,0.636,736,1870,247,878,390,613,200
CSU Bakersfield,31,2109,0.435,0.314,0.684,785,1803,154,491,385,563,121
Holy Cross,32,2106,0.431,0.318,0.67,789,1829,219,689,309,461,191
Utah Valley,30,2105,0.441,0.302,0.713,748,1696,192,635,417,585,101
Stetson,33,2103,0.445,0.33,0.6659999999999999,747,1679,180,545,429,644,207
Tulsa,31,2103,0.44,0.322,0.708,728,1653,182,566,465,657,210
Niagara,32,2102,0.429,0.37200000000000005,0.752,766,1785,243,653,327,435,311
San Diego,32,2101,0.41200000000000003,0.31,0.6729999999999999,760,1843,196,633,385,572,140
Old Dominion,32,2098,0.405,0.293,0.6920000000000001,768,1898,184,629,378,546,275
UMKC,30,2094,0.45799999999999996,0.359,0.684,771,1684,214,596,338,494,149
TCU,32,2093,0.42200000000000004,0.35200000000000004,0.637,758,1798,274,779,303,476,291
Quinnipiac,30,2088,0.41700000000000004,0.35700000000000004,0.762,707,1695,310,869,364,478,316
George Washington,32,2086,0.42200000000000004,0.321,0.698,728,1726,235,733,395,566,282
Idaho,32,2086,0.44,0.337,0.675,784,1780,156,463,362,536,325
Wisconsin,31,2082,0.425,0.35200000000000004,0.764,730,1718,269,764,353,462,222
Missouri,31,2081,0.41,0.297,0.78,700,1707,205,690,476,610,315
Tennessee,31,2079,0.43200000000000005,0.313,0.75,715,1656,187,598,462,616,318
Eastern Michigan,32,2078,0.426,0.28,0.627,725,1703,180,643,448,714,301
Fresno State,30,2075,0.418,0.34,0.703,713,1704,284,835,365,519,252
SIU-Edwardsville,31,2073,0.42700000000000005,0.313,0.6829999999999999,769,1801,176,562,359,526,212
New Hampshire,30,2071,0.408,0.332,0.672,750,1838,255,769,316,470,277
Northern Illinois,31,2071,0.414,0.342,0.674,751,1814,226,661,343,509,258
Wyoming,33,2070,0.409,0.321,0.727,712,1739,260,809,386,531,285
Boston College,32,2067,0.402,0.308,0.659,742,1844,230,747,353,536,305
UCF,30,2067,0.431,0.32299999999999995,0.711,739,1713,213,659,376,529,296
Montana State,31,2066,0.445,0.32899999999999996,0.741,721,1622,175,532,449,606,265
Clemson,31,2062,0.428,0.315,0.6859999999999999,735,1717,251,797,341,497,299
North Alabama,30,2062,0.426,0.34,0.6890000000000001,709,1666,208,612,436,633,202
UC Riverside,32,2059,0.436,0.35200000000000004,0.6890000000000001,744,1707,254,722,317,460,154
Hawai'i,30,2057,0.426,0.33,0.7040000000000001,731,1715,215,652,380,540,272
Loyola Marymount,32,2057,0.465,0.309,0.6809999999999999,751,1616,173,560,382,561,225
Kansas State,32,2054,0.414,0.313,0.6609999999999999,721,1742,213,681,399,604,323
SE Missouri St,31,2054,0.41700000000000004,0.32,0.691,720,1727,191,596,423,612,239
Mt. St. Mary's,32,2053,0.40299999999999997,0.308,0.693,715,1772,209,678,414,597,310
Cleveland State,32,2053,0.41600000000000004,0.294,0.664,738,1772,120,408,457,688,228
Indiana State,30,2052,0.452,0.377,0.716,731,1617,209,555,381,532,270
Illinois State,31,2050,0.424,0.355,0.711,740,1745,258,726,312,439,286
Tulane,30,2050,0.41100000000000003,0.33399999999999996,0.7120000000000001,702,1709,230,689,416,584,284
Incarnate Word,31,2050,0.41700000000000004,0.3,0.737,726,1741,187,623,411,558,322
Southern Miss,31,2047,0.44299999999999995,0.308,0.7190000000000001,783,1766,163,529,318,442,206
La Salle,30,2040,0.414,0.336,0.665,711,1718,240,714,378,568,297
South Carolina State,29,2037,0.436,0.302,0.748,705,1618,146,483,481,643,314
Tennessee Tech,31,2033,0.413,0.331,0.675,754,1827,257,776,268,397,269
Iona,29,2030,0.439,0.33299999999999996,0.77,697,1586,224,673,412,535,351
Cal Poly,30,2027,0.42100000000000004,0.349,0.693,710,1685,200,573,407,587,330
California,32,2023,0.42100000000000004,0.335,0.738,708,1681,160,477,447,606,328
Binghamton,29,2014,0.41,0.331,0.7240000000000001,717,1750,278,839,302,417,214
Idaho State,29,2013,0.45299999999999996,0.344,0.6609999999999999,728,1606,183,532,374,566,334
Northwestern,31,2012,0.41600000000000004,0.312,0.731,743,1785,189,605,337,461,317
Southern Illinois,32,2002,0.42700000000000005,0.33799999999999997,0.728,693,1623,226,668,390,536,290
Pennsylvania,27,1991,0.456,0.331,0.664,741,1625,240,724,269,405,335
Saint Peter's,30,1990,0.405,0.342,0.723,674,1665,185,541,457,632,344
Texas,31,1989,0.428,0.33399999999999996,0.685,740,1730,248,742,261,381,320
Columbia,30,1988,0.409,0.301,0.73,744,1819,202,671,298,408,324
Wagner,29,1982,0.413,0.317,0.726,706,1710,204,644,366,504,292
